CustomerID;FirstName;MiddleName;LastName;AddressLine1;City;StateProvinceName;CountryRegionName;PostalCode;PhoneNumber;BirthDate;Education;Occupation;Gender;MaritalStatus;HomeOwnerFlag;NumberCarsOwned;NumberChildrenAtHome;TotalChildren;YearlyIncome;LastUpdated;BikeBuyer;AvgMonthSpend;BikeBuyerText
24373;Steven;NULL;Reed;5844 Linden Land;Melbourne;Victoria;Australia;3000;1 (11) 500 555-0191;12/08/85;Bachelors;Clerical;M;M;1;1;2;2;78721;6/03/17;1;56.67;YES
24845;Tyrone;NULL;Jimenez;2225, avenue de la Gare;Metz;Moselle;France;57000;1 (11) 500 555-0174;16/11/64;High School;Skilled Manual;M;M;1;1;0;2;51472;6/03/17;0;48.09;NO
13382;Richard;V;Rogers;7629 Alier Dr.;Santa Monica;California;United States;90401;591-555-0190;4/02/69;Partial College;Manual;M;M;1;0;0;2;30308;6/03/17;0;51.88;NO
24751;Angela;J;Howard;1836 Westwood Lane;Everett;Washington;United States;98201;566-555-0149;19/03/77;High School;Skilled Manual;F;M;1;2;1;2;51658;6/03/17;1;50.34;YES
19725;Alexandria;A;Ramirez;2918 Pleasant Circle;Palo Alto;California;United States;94303;492-555-0166;4/10/72;Partial College;Clerical;F;M;1;1;2;2;85849;6/03/17;1;53.59;YES
15045;Tasha;R;Luo;8, rue Pierre-Demoulin;Sèvres;Hauts de Seine;France;92310;1 (11) 500 555-0126;20/04/63;Partial College;Skilled Manual;F;M;1;1;2;2;53709;6/03/17;1;49.5;YES
19399;Anthony;J;Brown;6960 Lakewood Court;Oak Bay;British Columbia;Canada;V8P;128-555-0181;10/10/80;Bachelors;Clerical;M;S;1;0;0;0;79477;6/03/17;1;53.35;YES
19868;Kyle;L;Jenkins;4798 Macaroon Drive;Newport Beach;California;United States;92625;458-555-0162;24/12/68;Bachelors;Skilled Manual;M;S;1;2;0;0;57616;6/03/17;1;62.25;YES
27386;James;C;Garcia;6232 Gumwood;Burlingame;California;United States;94010;254-555-0158;27/07/59;Graduate Degree;Management;M;M;1;1;1;2;104549;6/03/17;1;53.18;YES
26292;Marty;E.;Simpson;1937 Sycamore Drive;Bellingham;Washington;United States;98225;288-555-0100;26/08/91;Graduate Degree;Clerical;F;M;1;2;1;2;79222;6/03/17;1;53.33;YES
18180;Juan;K;Howard;Nonnendamm 222;Kassel;Hessen;Germany;34117;1 (11) 500 555-0121;16/08/69;High School;Manual;M;M;1;1;1;2;33665;6/03/17;1;54.06;YES
28379;Edgar;M;Rana;99, rue de l'Espace De Schengen;Colomiers;Garonne (Haute);France;31770;1 (11) 500 555-0167;4/03/86;Bachelors;Clerical;M;M;1;2;1;1;87500;6/03/17;1;58.36;YES
21683;Henry;NULL;Suri;6947 Jemco Court;York;England;United Kingdom;YO15;1 (11) 500 555-0113;15/02/91;Partial College;Clerical;M;S;0;1;0;0;79771;6/03/17;0;52.73;NO
14047;Linda;NULL;Alvarez;4288 Hacienda;Wollongong;New South Wales;Australia;2500;1 (11) 500 555-0112;15/10/82;Partial College;Skilled Manual;F;S;0;1;0;0;53211;6/03/17;0;49.52;NO
14237;Kate;NULL;Andersen;2190 Waterfall Way;Cloverdale;South Australia;Australia;6105;1 (11) 500 555-0125;11/04/90;Partial High School;Skilled Manual;F;M;0;2;0;2;52020;6/03/17;1;48.02;YES
13638;Diana;NULL;Alvarez;7539 Hazelwood Lane;Sydney;New South Wales;Australia;1002;1 (11) 500 555-0197;12/07/92;High School;Skilled Manual;F;S;0;2;0;0;61038;6/03/17;1;51.45;YES
19416;Caitlin;NULL;Morris;4544 Bohon Circle;Watford;England;United Kingdom;WA3;1 (11) 500 555-0155;21/01/80;Bachelors;Management;F;M;1;3;1;2;107205;6/03/17;1;51.12;YES
12126;Tammy;NULL;Raman;5760 Las Palmas;London;England;United Kingdom;SE1 8HL;1 (11) 500 555-0196;18/11/77;High School;Skilled Manual;F;M;1;2;1;1;51192;6/03/17;1;50.52;YES
23346;Carly;L;Raji;1933 Landover Lane;Rhodes;New South Wales;Australia;2138;1 (11) 500 555-0187;23/08/79;Bachelors;Skilled Manual;F;S;0;1;0;0;54122;6/03/17;0;50.36;NO
21043;Johnathan;NULL;McDonald;Galeriestr 1968;Berlin;Hamburg;Germany;12311;1 (11) 500 555-0130;10/06/71;High School;Manual;M;M;1;1;0;2;36762;6/03/17;0;51.45;NO
17158;Mitchell;NULL;Nara;21 Redhead Way;Bellingham;Washington;United States;98225;313-555-0112;16/05/70;Partial College;Skilled Manual;M;M;1;1;1;2;52304;6/03/17;1;58.78;YES
18289;Jaclyn;NULL;Raji;7032 Stanford St.;Milsons Point;New South Wales;Australia;2061;1 (11) 500 555-0147;27/08/85;Bachelors;Management;F;M;1;3;0;2;111583;6/03/17;1;51.17;YES
16317;Joel;NULL;Raman;9546 Cardinal Ct.;Oxford;England;United Kingdom;OX14 4SE;1 (11) 500 555-0178;23/09/97;Partial College;Skilled Manual;M;S;0;2;0;0;51801;6/03/17;0;48.08;NO
20443;Adrian;J;Cox;9525 Canyon Way;Grossmont;California;United States;91941;111-555-0171;8/04/96;Partial College;Clerical;M;S;0;3;0;0;79904;6/03/17;1;50.08;YES
24971;Brittney;D;Lin;3682 Diablo View Road;Burlingame;California;United States;94010;149-555-0151;21/08/68;Partial College;Management;F;M;1;2;0;2;112536;6/03/17;0;51.09;NO
23528;Jaime;P;Ferrier;8291 Woodland Drive;Coffs Harbour;New South Wales;Australia;2450;1 (11) 500 555-0176;22/08/81;Partial College;Skilled Manual;M;M;1;1;0;2;58563;6/03/17;1;50.76;YES
28587;Xavier;L;Harris;4753 Montanya Court;Mill Valley;California;United States;94941;112-555-0152;24/02/74;Partial College;Management;M;M;1;3;1;2;110130;6/03/17;1;62.37;YES
22318;Ramon;D;Xu;Am Kreuz 4055;Bonn;Hamburg;Germany;53131;1 (11) 500 555-0193;8/03/91;High School;Skilled Manual;M;S;0;0;0;0;52318;6/03/17;1;51.67;YES
19084;Colleen;M;Raje;6346 Doyle;North Ryde;New South Wales;Australia;2113;1 (11) 500 555-0194;13/08/96;Bachelors;Clerical;F;S;0;1;0;0;86819;6/03/17;0;54.82;NO
14896;Alexia;D;Flores;4683 Joseph Ave;Lemon Grove;California;United States;91945;632-555-0172;11/05/75;Partial College;Clerical;F;M;1;2;1;2;86173;6/03/17;1;49.74;YES
19702;Edward;NULL;Diaz;9369 Alovera Road;San Gabriel;California;United States;91776;506-555-0128;2/10/75;High School;Manual;M;M;1;0;0;2;28638;6/03/17;0;47.56;NO
25194;Jada;NULL;Bell;2751 Fabian Way;Salem;Oregon;United States;97301;928-555-0194;10/06/74;Partial High School;Manual;F;S;0;0;0;0;25648;6/03/17;0;48.61;NO
25480;Miguel;NULL;Thomas;7151 Corte Bonita;Kirkby;England;United Kingdom;KB9;1 (11) 500 555-0173;11/06/86;Bachelors;Clerical;M;S;0;3;0;0;78416;6/03/17;1;53.16;YES
21911;Joan;B;Ross;8101bis, boulevard Saint Germain;Saint-Denis;Seine Saint Denis;France;93400;1 (11) 500 555-0125;23/12/00;Partial High School;Manual;F;S;0;1;0;0;30790;6/03/17;0;45.38;NO
22393;Chelsea;K;Perez;Haberstr 18;München;Hamburg;Germany;80074;1 (11) 500 555-0130;16/03/74;Partial College;Clerical;F;S;1;1;0;0;84277;6/03/17;0;50.92;NO
15921;Donald;M;Patel;34, rue Surcouf;Chatou;Yveline;France;78400;1 (11) 500 555-0129;26/11/77;Partial College;Skilled Manual;M;S;1;1;0;0;58140;6/03/17;1;56.76;YES
24907;Megan;NULL;Price;4352 Olive Ave.;Hobart;Tasmania;Australia;7001;1 (11) 500 555-0132;27/08/93;High School;Skilled Manual;F;M;0;1;0;0;58616;6/03/17;0;48.84;NO
11963;Antonio;G;Patterson;2355 Regina Lane;Coffs Harbour;New South Wales;Australia;2450;1 (11) 500 555-0197;13/06/75;High School;Manual;M;M;1;1;1;2;30248;6/03/17;0;52;NO
17110;Meredith;NULL;Garcia;1579 Plaza Rosa;Oxon;England;United Kingdom;OX16 8RS;1 (11) 500 555-0125;4/11/91;High School;Clerical;F;S;0;1;0;0;79586;6/03/17;0;52.44;NO
22941;Destiny;C;Bailey;3507 Limeridge Drive;Hervey Bay;Queensland;Australia;4655;1 (11) 500 555-0136;15/12/86;Bachelors;Skilled Manual;F;S;0;2;0;0;61868;6/03/17;1;49.5;YES
27865;Destiny;NULL;Butler;7045 Creekside Drive;Port Macquarie;New South Wales;Australia;2444;1 (11) 500 555-0155;28/07/97;High School;Skilled Manual;F;M;0;1;0;0;57104;6/03/17;0;48.59;NO
24939;Elizabeth;J;Barnes;8186 Geary;Royal Oak;British Columbia;Canada;V8X;307-555-0166;6/05/59;Graduate Degree;Management;F;S;1;2;1;1;105312;6/03/17;1;55.55;YES
21694;Bobby;NULL;Sai;2028 Reva Dr.;Berkeley;California;United States;94704;162-555-0174;21/06/86;Graduate Degree;Management;M;S;1;1;0;0;109109;6/03/17;0;55.61;NO
26348;Logan;NULL;Moore;2096 Estudillo Street;Metchosin;British Columbia;Canada;V9;880-555-0154;13/03/85;Bachelors;Clerical;M;M;1;1;1;1;81872;6/03/17;1;53.96;YES
12416;Veronica;S;Martinez;492 Loveridge Circle;Bellflower;California;United States;90706;114-555-0170;14/08/86;Graduate Degree;Professional;F;S;1;0;0;0;129262;6/03/17;1;55.71;YES
19320;Bethany;A;Deng;1, rue de la Centenaire;Les Ulis;Essonne;France;91940;1 (11) 500 555-0177;3/11/86;High School;Skilled Manual;F;S;0;2;0;0;53408;6/03/17;1;51.68;YES
13520;Carol;NULL;Nelson;2023 Wood Ranch Circle;Bendigo;Victoria;Australia;3550;1 (11) 500 555-0176;8/02/98;Partial College;Skilled Manual;F;S;0;1;0;0;51026;6/03/17;0;52.05;NO
14363;Natalie;NULL;Long;7355 San Benito;Westminster;British Columbia;Canada;V3L 1E7;467-555-0158;4/09/93;Graduate Degree;Professional;F;S;0;2;0;0;131577;6/03/17;1;54.46;YES
16333;Caleb;W;Hill;1439 N. Michell Canyon Rd.;Everett;Washington;United States;98201;490-555-0125;21/02/97;Partial College;Clerical;M;M;0;3;0;0;84417;6/03/17;1;49.51;YES
17998;Tammy;A;Weber;Wolfgangstraße 7254;Neunkirchen;Saarland;Germany;66578;1 (11) 500 555-0166;6/05/83;High School;Clerical;F;S;0;1;0;0;77117;6/03/17;0;53.44;NO
22490;Desiree;NULL;Vazquez;9, boulevard Tremblay;Paris La Defense;Hauts de Seine;France;92081;1 (11) 500 555-0149;26/04/84;Partial High School;Skilled Manual;F;S;0;1;0;0;59035;6/03/17;0;52.57;NO
27704;Jimmy;NULL;Romero;3685 Pleasant Hill Rd;East Brisbane;Queensland;Australia;4169;1 (11) 500 555-0182;27/11/53;Bachelors;Skilled Manual;M;S;1;1;0;1;57833;6/03/17;1;51.17;YES
21831;Yolanda;NULL;Anand;421, rue de Terre Neuve;Roubaix;Nord;France;59100;1 (11) 500 555-0123;3/09/74;Partial College;Management;F;M;1;1;1;2;107563;6/03/17;1;54.4;YES
25482;Donald;D;Martinez;956 B Wildbrook Ct.;Milton Keynes;England;United Kingdom;MK8 8DF;1 (11) 500 555-0174;20/03/82;Partial College;Manual;M;S;0;1;0;0;35356;6/03/17;0;59.07;NO
14336;Gabriel;NULL;Baker;4983 Hilltop Road;Beaverton;Oregon;United States;97005;952-555-0197;7/08/98;High School;Manual;M;M;0;0;0;0;29986;6/03/17;0;46.36;NO
28820;Naomi;NULL;Alvarez;137 Lancelot Dr;Bellingham;Washington;United States;98225;514-555-0167;20/07/92;Bachelors;Clerical;F;M;1;1;0;2;85584;6/03/17;0;50.85;NO
20732;Joshua;W;Walker;5030 Blue Ridge Dr.;Lynnwood;Washington;United States;98036;241-555-0136;25/03/95;Partial College;Management;M;S;0;2;0;0;107590;6/03/17;1;53.92;YES
23634;Ernest;L;Li;Pflugstr 8414;Stuttgart;Saarland;Germany;70511;1 (11) 500 555-0125;21/07/69;High School;Manual;M;M;1;1;1;2;35836;6/03/17;1;56.57;YES
27783;Isabel;NULL;Bradley;2340 Jill Ave;Watford;England;United Kingdom;WA3;1 (11) 500 555-0142;14/02/85;Bachelors;Management;F;M;1;1;0;2;109943;6/03/17;0;52.19;NO
23941;Eduardo;NULL;Anderson;Charlottenstr 358;Darmstadt;Hessen;Germany;64283;1 (11) 500 555-0171;20/11/98;Partial College;Skilled Manual;M;M;0;0;0;0;59900;6/03/17;0;48.42;NO
28575;Linda;D;Gutierrez;445 San Carlos Avenue;Burnaby;British Columbia;Canada;V3J 6Z3;149-555-0186;4/09/95;Partial College;Management;F;S;0;0;0;0;109826;6/03/17;1;54.42;YES
12322;Kari;V;Mehta;9, rue de la Centenaire;Les Ulis;Essonne;France;91940;1 (11) 500 555-0189;2/08/71;High School;Manual;F;M;1;1;1;2;31850;6/03/17;1;47.12;YES
18239;Alisha;G;Zhu;5049 Teakwood Dr.;Malabar;New South Wales;Australia;2036;1 (11) 500 555-0199;23/07/89;Graduate Degree;Professional;F;M;1;3;0;0;128240;6/03/17;0;51.4;NO
14069;Joy;L;Serrano;2333 Fillet Ave;North Sydney;New South Wales;Australia;2055;1 (11) 500 555-0157;21/02/82;Bachelors;Management;F;M;1;0;1;1;109236;6/03/17;1;53.48;YES
15360;Ryan;NULL;Martin;2761 Willcrest Circle;Burbank;California;United States;91502;523-555-0164;22/06/53;Graduate Degree;Skilled Manual;M;M;1;1;1;2;60689;6/03/17;1;50.92;YES
11431;Bryant;NULL;Garcia;Am Gallberg 94;Hof;Bayern;Germany;95010;1 (11) 500 555-0115;27/10/72;Partial College;Clerical;M;M;1;1;1;2;79040;6/03/17;1;61.35;YES
23925;Marie;NULL;Torres;Wertheimer Straße 277;München;Hamburg;Germany;80074;1 (11) 500 555-0171;24/06/85;Bachelors;Clerical;F;M;1;1;2;2;76967;6/03/17;1;52.94;YES
11741;Tamara;L;Chander;6344 Dartmouth Way;Chula Vista;California;United States;91910;112-555-0164;26/07/79;Graduate Degree;Professional;F;M;1;0;1;2;132737;6/03/17;1;54.43;YES
27709;Clifford;E;Lopez;476 Bay Drive;Hobart;Tasmania;Australia;7001;1 (11) 500 555-0167;13/04/83;Bachelors;Management;M;S;1;0;0;0;103365;6/03/17;1;55.16;YES
25809;Nicholas;A;Williams;4949 Dutch Slough Rd;Port Macquarie;New South Wales;Australia;2444;1 (11) 500 555-0191;26/11/95;Bachelors;Management;M;M;1;2;0;0;109608;6/03/17;1;50.48;YES
14747;Aidan;NULL;Wood;673 Chrisland Court;La Jolla;California;United States;92806;129-555-0157;16/11/75;Partial College;Clerical;M;M;1;2;1;2;78360;6/03/17;1;57.33;YES
16161;Jodi;NULL;Deng;3570 Book Ct;Hobart;Tasmania;Australia;7001;1 (11) 500 555-0117;24/08/88;Bachelors;Management;F;M;1;1;1;2;111596;6/03/17;1;53.16;YES
17482;Taylor;NULL;Alexander;2852 Magda Way;Oak Bay;British Columbia;Canada;V8P;697-555-0174;2/05/97;Partial High School;Manual;F;S;0;0;0;0;26392;6/03/17;0;46.15;NO
20916;Kathleen;NULL;Carlson;Roßstr 9928;Hannover;Nordrhein-Westfalen;Germany;30601;1 (11) 500 555-0157;12/05/85;Partial College;Skilled Manual;F;S;0;1;0;0;53106;6/03/17;0;52.68;NO
18555;Muniraju;NULL;Pulipalyam;4606 Charming Court;Torrance;California;United States;90505;162-555-0173;17/10/90;Graduate Degree;Professional;F;M;1;2;1;2;133613;6/03/17;1;56.54;YES
13020;Madalena;J.;Sanchez;6537 N Ranchford Court;Lavender Bay;New South Wales;Australia;2060;749-555-0100;10/05/65;Partial High School;Skilled Manual;M;M;1;2;0;2;51138;6/03/17;0;48.37;NO
25362;Makayla;NULL;Bailey;5048 Hawthorne Dr;Daly City;California;United States;94015;671-555-0185;19/12/78;High School;Skilled Manual;F;M;1;1;0;1;56964;6/03/17;0;49.12;NO
28057;Rachel;NULL;Anderson;6735 Alet Court;Seattle;Washington;United States;98104;424-555-0194;13/03/72;Partial High School;Manual;F;M;1;0;0;1;33468;6/03/17;0;46.48;NO
19308;Casey;M;Rai;6206 Heavenly Drive;London;England;United Kingdom;SW19 3RU;1 (11) 500 555-0118;18/04/88;Bachelors;Management;F;M;1;2;1;1;111118;6/03/17;1;52.53;YES
14276;Melody;H;Suarez;3556 St. Geemain Lane;Townsville;Queensland;Australia;4810;1 (11) 500 555-0152;10/07/75;High School;Skilled Manual;F;S;1;1;0;0;61454;6/03/17;0;49.15;NO
22975;Courtney;A;Turner;6131 Orangewood Court;Metchosin;British Columbia;Canada;V9;111-555-0190;12/09/98;Partial High School;Skilled Manual;F;S;0;0;0;0;59835;6/03/17;1;50.03;YES
16774;Eduardo;R;Perry;8859 Pacheco St.;Yakima;Washington;United States;98901;119-555-0134;11/02/92;Graduate Degree;Manual;M;S;0;1;0;0;37056;6/03/17;0;47.46;NO
15398;Jose;NULL;Wang;7332 Arcadia Pl;Oakland;California;United States;94611;177-555-0147;13/10/80;Partial College;Clerical;M;M;1;3;0;1;81374;6/03/17;1;55.74;YES
25817;Isaac;A;Phillips;5065 Maywood Lane;Sydney;New South Wales;Australia;1002;1 (11) 500 555-0114;5/11/93;Bachelors;Manual;M;M;0;0;0;0;33336;6/03/17;0;46.38;NO
19291;Colleen;NULL;Wu;8031 Danesta Dr.;West Sussex;England;United Kingdom;RH15 9UD;1 (11) 500 555-0115;26/11/90;High School;Skilled Manual;F;S;0;2;0;0;59306;6/03/17;0;48.69;NO
17976;Daisy;B;Carlson;Helsenbergbogen 6;München;Nordrhein-Westfalen;Germany;80074;1 (11) 500 555-0194;2/10/88;Graduate Degree;Skilled Manual;F;M;0;0;1;2;62032;6/03/17;1;48.56;YES
28764;Frank;NULL;Rubio;4683 Buchanan Pl.;Colma;California;United States;94014;126-555-0156;10/02/94;Partial College;Management;M;S;0;3;0;0;110186;6/03/17;1;54.62;YES
24379;Noah;A;Jenkins;9021 Terrace Drive;Brisbane;Queensland;Australia;4000;1 (11) 500 555-0177;23/06/85;Bachelors;Professional;M;S;1;3;0;0;129483;6/03/17;1;58.16;YES
19073;Lolan;NULL;Song;1830 Shore Rd.;Warrington;England;United Kingdom;WA1;504-555-0100;7/09/69;High School;Manual;M;M;1;0;0;2;34585;6/03/17;0;50.83;NO
20613;Lindsay;L;Raje;9856 Gonzalez Ct.;Townsville;Queensland;Australia;4810;1 (11) 500 555-0162;14/10/93;Partial College;Skilled Manual;F;M;0;1;0;0;56286;6/03/17;0;48.96;NO
29411;Cara;NULL;Lin;8568 Rolando Ave.;York;England;United Kingdom;YO15;1 (11) 500 555-0182;17/10/83;Bachelors;Management;F;M;1;3;0;0;105291;6/03/17;0;51.71;NO
16790;Hunter;A;Lopez;7079 Green Leaf Drive;Portland;Oregon;United States;97205;400-555-0145;10/02/67;Bachelors;Skilled Manual;M;M;1;1;0;2;51988;6/03/17;1;48.43;YES
20092;Ethan;M;Sharma;8564 Red Tree Way;Torrance;California;United States;90505;398-555-0168;21/06/74;Partial College;Clerical;M;M;1;1;2;2;81259;6/03/17;1;56.32;YES
20869;David;R;Martinez;1147 Dimaggio Way;Newcastle upon Tyne;England;United Kingdom;NT20;1 (11) 500 555-0119;26/12/88;High School;Skilled Manual;M;S;0;0;0;0;62279;6/03/17;0;52.55;NO
19414;Alexis;S;Ashe;2328 Sand View Way;Westminster;British Columbia;Canada;V3L 1H4;535-555-0197;26/04/78;Bachelors;Professional;F;M;1;2;0;0;135420;6/03/17;1;51.77;YES
20275;Angela;J;Kelly;463 Creekside Drive;Lake Oswego;Oregon;United States;97034;176-555-0150;6/01/00;High School;Manual;F;M;0;1;0;0;32445;6/03/17;0;45.77;NO
27925;Adam;NULL;Butler;4799 Buena Vista;Gateshead;England;United Kingdom;GA10;1 (11) 500 555-0118;10/02/77;High School;Clerical;M;S;1;1;0;0;82908;6/03/17;1;57.54;YES
15223;Ebony;F;Martin;8713 Yosemite Ct.;North Ryde;New South Wales;Australia;2113;1 (11) 500 555-0162;27/11/84;Bachelors;Clerical;F;S;0;2;0;0;82066;6/03/17;1;51.62;YES
24257;Alan;NULL;Shen;9826 Olive Ave.;Sydney;New South Wales;Australia;1002;484-555-0100;12/01/68;Partial High School;Manual;M;M;1;0;1;2;32531;6/03/17;0;52.84;NO
21753;Morgan;NULL;Robinson;4468 Arleda Lane;Beaverton;Oregon;United States;97005;728-555-0198;22/11/62;Bachelors;Management;F;M;1;2;1;2;105397;6/03/17;1;51.12;YES
23343;Bruce;E;Rubio;3178 Fieldbrook Pl.;Melbourne;Victoria;Australia;3000;1 (11) 500 555-0180;22/04/77;High School;Clerical;M;S;1;0;0;0;82282;6/03/17;1;56.09;YES
26243;Fernando;A;Gonzalez;9741 Forte Way;Lake Oswego;Oregon;United States;97034;257-555-0167;4/07/86;Graduate Degree;Skilled Manual;M;S;0;1;0;0;62499;6/03/17;0;53.63;NO
25032;Meredith;NULL;Rana;7500 Sheffield Place;Sydney;New South Wales;Australia;1002;1 (11) 500 555-0114;17/01/74;Partial High School;Manual;F;S;0;0;0;0;32457;6/03/17;0;48.42;NO
24631;Hannah;NULL;Powell;8627 Shenandoah Drive;Colma;California;United States;94014;505-555-0112;1/01/59;Graduate Degree;Skilled Manual;F;S;1;2;0;1;59438;6/03/17;0;50.61;NO
28942;Frederick;F;Raman;6176 Crow Street;Coffs Harbour;New South Wales;Australia;2450;1 (11) 500 555-0139;27/02/93;Bachelors;Management;M;M;1;0;0;0;102937;6/03/17;1;50.71;YES
24160;Carl;P;Yuan;6631 Highland Dr.;Matraville;New South Wales;Australia;2036;1 (11) 500 555-0194;3/11/00;Partial College;Skilled Manual;M;S;0;1;0;0;55278;6/03/17;1;52.38;YES
27012;Anne;NULL;Jiménez;7623 Cloudview Dr.;Beaverton;Oregon;United States;97005;158-555-0176;23/11/94;Partial College;Skilled Manual;F;S;0;1;0;0;54015;6/03/17;0;51.48;NO
15099;Alvin;NULL;Ma;26, rue de l´Esplanade;Croix;Nord;France;59170;1 (11) 500 555-0160;9/06/66;Partial College;Manual;M;S;1;0;1;1;29744;6/03/17;0;46.79;NO
25811;Miguel;NULL;Wright;3070 Sahara Drive;Gold Coast;Queensland;Australia;4217;1 (11) 500 555-0159;26/07/96;Bachelors;Management;M;S;0;1;0;0;110900;6/03/17;0;53.87;NO
20694;Daniel;NULL;Anderson;3330 Hawes Street;N. Vancouver;British Columbia;Canada;V7L 4J4;984-555-0147;12/04/84;Bachelors;Skilled Manual;M;M;1;0;0;1;52918;6/03/17;1;51.63;YES
28394;Alisha;G;Zhang;4244, rue Surcouf;Morangis;Essonne;France;91420;1 (11) 500 555-0138;3/04/86;Bachelors;Manual;F;M;0;0;0;2;35720;6/03/17;1;47.03;YES
17646;Leah;M;Xu;16, avenue de Malakoff;Colombes;Hauts de Seine;France;92700;1 (11) 500 555-0137;27/04/91;High School;Skilled Manual;F;S;0;0;0;0;50912;6/03/17;0;49.34;NO
19395;Austin;NULL;Zhang;1697 Sunny Ave;Glendale;California;United States;91203;952-555-0132;1/06/80;High School;Clerical;M;S;1;1;0;0;86149;6/03/17;1;54.5;YES
20217;Valerie;NULL;Wang;1867 Sahara Drive;Brisbane;Queensland;Australia;4000;1 (11) 500 555-0148;14/03/87;Bachelors;Clerical;F;M;1;1;2;2;86521;6/03/17;1;49.86;YES
18046;Terry;P;Jai;211, avenue Foch;Verrieres Le Buisson;Essonne;France;91370;1 (11) 500 555-0121;3/09/93;Partial College;Skilled Manual;M;S;0;2;0;0;54807;6/03/17;1;47.74;YES
25559;Troy;H;Sanchez;4197 Ironwood Drive;Lane Cove;New South Wales;Australia;1597;1 (11) 500 555-0138;10/09/00;Bachelors;Management;M;S;0;1;0;0;111805;6/03/17;1;53;YES
11344;Jessie;NULL;Jimenez;5723 C Wharton Way;Oxford;England;United Kingdom;OX1;1 (11) 500 555-0193;24/07/77;Partial College;Clerical;F;M;1;2;1;2;86967;6/03/17;1;51.54;YES
26903;Rafael;A;Luo;2, place de la République;Orleans;Loiret;France;45000;1 (11) 500 555-0135;5/06/82;Graduate Degree;Professional;M;M;1;2;0;2;132743;6/03/17;0;59.43;NO
22494;Jon;NULL;Andersen;Heideweg 1459;Darmstadt;Hessen;Germany;64283;1 (11) 500 555-0133;6/02/84;High School;Skilled Manual;M;S;0;1;0;0;58868;6/03/17;0;50.57;NO
22260;Courtney;M;Allen;4689 Deerwood Court;Salem;Oregon;United States;97301;413-555-0137;15/08/87;Bachelors;Management;F;M;1;3;0;2;101843;6/03/17;1;50.61;YES
17159;Kellie;NULL;Ruiz;9905 North 29th St.;Bellingham;Washington;United States;98225;183-555-0136;4/10/70;Partial College;Clerical;F;S;1;1;0;0;82449;6/03/17;0;53.99;NO
12006;Richard;NULL;Blue;8005 Water St.;Townsville;Queensland;Australia;4810;1 (11) 500 555-0159;16/03/82;Partial College;Skilled Manual;M;M;1;1;1;2;58808;6/03/17;1;53.62;YES
26558;Holly;NULL;Garcia;9043 Risdon Road;Cloverdale;South Australia;Australia;6105;1 (11) 500 555-0139;25/08/69;Partial High School;Manual;F;M;1;0;1;2;33605;6/03/17;0;49.61;NO
14306;Byron;NULL;Ramos;6046 Freya Way;Hobart;Tasmania;Australia;7001;1 (11) 500 555-0192;8/05/81;Partial College;Management;M;M;1;3;0;1;107338;6/03/17;0;56.3;NO
15810;Regina;NULL;Kapoor;1954 Sudden Loop;Seaford;Victoria;Australia;3198;1 (11) 500 555-0139;6/09/80;Partial College;Skilled Manual;F;M;1;1;1;2;55443;6/03/17;1;48.97;YES
26998;Fernando;NULL;Perry;Wallstr 34;Bottrop;Nordrhein-Westfalen;Germany;46236;1 (11) 500 555-0116;18/09/91;Partial High School;Skilled Manual;M;M;0;2;2;2;61689;6/03/17;1;48.36;YES
18791;Megan;NULL;Blue;9652 Los Angeles;Sedro Woolley;Washington;United States;98284;952-555-0115;23/08/99;High School;Skilled Manual;F;S;0;0;0;0;54237;6/03/17;0;52.37;NO
16585;Vincent;F;Sun;3453 Wren Ave.;West Sussex;England;United Kingdom;RH15 9UD;1 (11) 500 555-0119;6/05/74;Partial High School;Skilled Manual;M;M;1;1;0;1;58143;6/03/17;0;53.6;NO
17569;Mya;L;Price;7545 Gonzalez Ct;Beaverton;Oregon;United States;97005;747-555-0119;22/02/90;Graduate Degree;Professional;F;S;1;2;0;0;135556;6/03/17;0;51.7;NO
12125;Diana;NULL;Ortega;Postfach 22 99 99;Mühlheim;Hamburg;Germany;63151;1 (11) 500 555-0184;12/01/77;Partial College;Manual;F;M;1;0;1;2;26334;6/03/17;0;45.72;NO
19543;Evan;NULL;Torres;6447 Garcia Ranch Road;Corvallis;Oregon;United States;97330;862-555-0119;11/07/79;Graduate Degree;Management;M;M;1;0;1;1;103007;6/03/17;1;58.01;YES
12855;Philip;J;Diaz;7158 Waterview Place;Leeds;England;United Kingdom;LE18;1 (11) 500 555-0148;3/02/83;Bachelors;Skilled Manual;M;M;1;2;0;1;58667;6/03/17;0;51.09;NO
16663;Rosa;A;Lu;4487 Coldwater Drive;Geelong;Victoria;Australia;3220;1 (11) 500 555-0190;9/10/77;High School;Clerical;F;S;1;1;0;0;82689;6/03/17;0;49.84;NO
18539;Riley;M;Russell;535 La Salle Street;Grossmont;California;United States;91941;401-555-0112;18/02/63;Bachelors;Manual;F;M;1;1;1;2;26479;6/03/17;0;47.21;NO
26397;Micheal;NULL;Travers;8393 Stanford St.;Oxford;England;United Kingdom;OX14 4SE;1 (11) 500 555-0119;8/08/65;Partial College;Skilled Manual;M;S;1;0;1;1;59723;6/03/17;1;51.04;YES
